DataTableID,Code,Direction,Measured,Key_driver,Comment
1829,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1830,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1831,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1833,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1834,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1835,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1836,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1840,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1841,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1842,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1843,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1844,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1845,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1848,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1849,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1850,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1851,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1852,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1855,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1856,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1857,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1858,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1859,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1860,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1861,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1862,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1863,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1864,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1865,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1866,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1867,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1868,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1869,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1870,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1871,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1872,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1873,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1874,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1875,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1876,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1877,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1878,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1879,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1277,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 2
1387,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 2
1388,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 2
1605,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 1
1607,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 1
1608,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 2
1610,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 1
1611,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 1
1612,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 1
1613,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 1
1614,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 2
1615,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 1
1616,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 2
1617,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 1
1618,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 2
1621,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 2
1622,5.1.1 (International legislation),Positive,Not explained,Unknown,CITES 1
1068,5.1.2 (National legislation),Positive,Not explained,Unknown,
1141,5.1.2 (National legislation),Positive,Not explained,Unknown,
1142,5.1.2 (National legislation),Positive,Not explained,Unknown,
1143,5.1.2 (National legislation),Positive,Not explained,Unknown,
1144,5.1.2 (National legislation),Positive,Not explained,Unknown,
1145,5.1.2 (National legislation),Positive,Not explained,Unknown,
1146,5.1.2 (National legislation),Positive,Not explained,Unknown,
1260,5.1.2 (National legislation),Positive,Speculated,Unknown,
1277,5.1.2 (National legislation),Positive,Not explained,Unknown,
1387,5.1.2 (National legislation),Positive,Not explained,Unknown,
1388,5.1.2 (National legislation),Positive,Not explained,Unknown,
1605,5.1.2 (National legislation),Positive,Not explained,Unknown,
1607,5.1.2 (National legislation),Positive,Not explained,Unknown,
1608,5.1.2 (National legislation),Positive,Not explained,Unknown,
1609,5.1.2 (National legislation),Positive,Not explained,Unknown,
1610,5.1.2 (National legislation),Positive,Not explained,Unknown,
1611,5.1.2 (National legislation),Positive,Not explained,Unknown,
1612,5.1.2 (National legislation),Positive,Not explained,Unknown,
1613,5.1.2 (National legislation),Positive,Not explained,Unknown,
1614,5.1.2 (National legislation),Positive,Not explained,Unknown,
1615,5.1.2 (National legislation),Positive,Not explained,Unknown,
1616,5.1.2 (National legislation),Positive,Not explained,Unknown,
1617,5.1.2 (National legislation),Positive,Not explained,Unknown,
1618,5.1.2 (National legislation),Positive,Not explained,Unknown,
1619,5.1.2 (National legislation),Positive,Not explained,Unknown,
1620,5.1.2 (National legislation),Positive,Not explained,Unknown,
1621,5.1.2 (National legislation),Positive,Not explained,Unknown,
1622,5.1.2 (National legislation),Positive,Not explained,Unknown,
1623,5.1.2 (National legislation),Positive,Not explained,Unknown,
1624,5.1.2 (National legislation),Positive,Not explained,Unknown,
1660,5.1.2 (National legislation),Positive,Not explained,Unknown,
1661,5.1.2 (National legislation),Positive,Not explained,Unknown,
1662,5.1.2 (National legislation),Positive,Not explained,Unknown,
1663,5.1.2 (National legislation),Positive,Not explained,Unknown,
1664,5.1.2 (National legislation),Positive,Not explained,Unknown,
1665,5.1.2 (National legislation),Positive,Not explained,Unknown,
2306,5.1.2 (National legislation),Positive,Not explained,Unknown,
1821,5.1.3 (Regional legislation),Positive,Not explained,Unknown,
1830,5.1.3 (Regional legislation),Positive,Not explained,Unknown,
1831,5.1.3 (Regional legislation),Positive,Not explained,Unknown,
1832,5.1.3 (Regional legislation),Positive,Not explained,Unknown,
1834,5.1.3 (Regional legislation),Positive,Not explained,Unknown,
1835,5.1.3 (Regional legislation),Positive,Not explained,Unknown,
1843,5.1.3 (Regional legislation),Positive,Not explained,Unknown,
1845,5.1.3 (Regional legislation),Positive,Not explained,Unknown,
1846,5.1.3 (Regional legislation),Positive,Not explained,Unknown,
1850,5.1.3 (Regional legislation),Positive,Not explained,Unknown,
1854,5.1.3 (Regional legislation),Positive,Not explained,Unknown,
1855,5.1.3 (Regional legislation),Positive,Not explained,Unknown,
1856,5.1.3 (Regional legislation),Positive,Not explained,Unknown,
1868,5.1.3 (Regional legislation),Positive,Not explained,Unknown,
1274,5.2 (Protective policy),Positive,Not explained,Unknown,
1275,5.2 (Protective policy),Positive,Not explained,Unknown,
1834,5.2 (Protective policy),Positive,Not explained,Unknown,
1841,5.2 (Protective policy),Positive,Not explained,Unknown,
1842,5.2 (Protective policy),Positive,Not explained,Unknown,
1847,5.2 (Protective policy),Positive,Not explained,Unknown,
1848,5.2 (Protective policy),Positive,Not explained,Unknown,
1853,5.2 (Protective policy),Positive,Not explained,Unknown,
1820,6.4 (Compensation schemes),Positive,Not explained,Unknown,
1822,6.4 (Compensation schemes),Positive,Not explained,Unknown,
1827,6.4 (Compensation schemes),Positive,Not explained,Unknown,
1829,6.4 (Compensation schemes),Positive,Not explained,Unknown,
1835,6.4 (Compensation schemes),Positive,Not explained,Unknown,
1844,6.4 (Compensation schemes),Positive,Not explained,Unknown,
1849,6.4 (Compensation schemes),Positive,Not explained,Unknown,
1856,6.4 (Compensation schemes),Positive,Not explained,Unknown,
1857,6.4 (Compensation schemes),Positive,Not explained,Unknown,
1858,6.4 (Compensation schemes),Positive,Not explained,Unknown,
976,2.2.2 (Habitat altered for large-scale plantations),Negative,Proxy-estimate,Yes,
1041,4.1.2 (Vehicle collisions),Negative,Proxy-estimate,Yes,
1042,4.1.2 (Vehicle collisions),Negative,Proxy-estimate,Yes,
1095,4.1.2 (Vehicle collisions),Negative,Proxy-estimate,Yes,
13,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1456,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
19,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
10,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
20,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1446,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1455,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1018,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1459,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1460,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1461,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1050,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Proxy-estimate,Yes,Legal hunting
1049,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Proxy-estimate,Yes,Legal hunting
1041,14.1.2 (Indirect effect from illegal hunting/poaching),Negative,Proxy-estimate,Yes,
1095,14.1.2 (Indirect effect from illegal hunting/poaching),Negative,Proxy-estimate,Yes,
1042,14.1.2 (Indirect effect from illegal hunting/poaching),Negative,Proxy-estimate,Yes,
1047,6.2 (Disturbance from war),Negative,Proxy-estimate,Yes,
1588,6.2 (Disturbance from war),Negative,Proxy-estimate,Yes,
966,15.2.4 (High predation risk - no reason),Negative,Proxy-estimate,Yes,
1470,15.2.4 (High predation risk - no reason),Negative,Proxy-estimate,Yes,
969,15.5.5 (No connectivity - Inbreeding possible),Negative,Proxy-estimate,Yes,No immigration/emmigration
976,6.4.1 (Increased human activity/disturbance),Negative,Proxy-estimate,Yes,
1020,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
1285,15.2.5 (Predation from invasive species),Negative,Proxy-estimate,Yes,
1286,15.2.5 (Predation from invasive species),Negative,Proxy-estimate,Yes,
1287,15.2.5 (Predation from invasive species),Negative,Proxy-estimate,Yes,
1328,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
1329,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
1330,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
1603,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Proxy-estimate,Yes,
1603,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1604,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Proxy-estimate,Yes,
1604,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1147,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Proxy-estimate,Yes,
1625,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1626,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1627,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1431,8.7 (Population effected by general disease),Negative,Proxy-estimate,Yes,Rabies/Distemper
975,2.2.2 (Habitat altered for large-scale plantations),Negative,Proxy-estimate,Yes,
975,6.4.1 (Increased human activity/disturbance),Negative,Proxy-estimate,Yes,
1645,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1186,8.7 (Population effected by general disease),Negative,Proxy-estimate,Yes,Canine distemper
1187,8.7 (Population effected by general disease),Negative,Proxy-estimate,Yes,Canine distemper
1167,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Proxy-estimate,Yes,
1167,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
1422,11.1 (Habitat shifts from climate change),Negative,Proxy-estimate,Yes,
1088,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1068,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1441,4.1.2 (Vehicle collisions),Negative,Proxy-estimate,Yes,
1442,4.1.2 (Vehicle collisions),Negative,Proxy-estimate,Yes,
1443,4.1.2 (Vehicle collisions),Negative,Proxy-estimate,Yes,
1444,4.1.2 (Vehicle collisions),Negative,Proxy-estimate,Yes,
1445,4.1.2 (Vehicle collisions),Negative,Proxy-estimate,Yes,
1446,4.1.2 (Vehicle collisions),Negative,Proxy-estimate,Yes,
1660,4.1.2 (Vehicle collisions),Negative,Proxy-estimate,Yes,
1661,4.1.2 (Vehicle collisions),Negative,Proxy-estimate,Yes,
1662,4.1.2 (Vehicle collisions),Negative,Proxy-estimate,Yes,
1663,4.1.2 (Vehicle collisions),Negative,Proxy-estimate,Yes,
1664,4.1.2 (Vehicle collisions),Negative,Proxy-estimate,Yes,
1665,4.1.2 (Vehicle collisions),Negative,Proxy-estimate,Yes,
1274,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
1672,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1673,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1675,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,Red fox
1675,15.1.3 (High competition - within guild),Negative,Proxy-estimate,Yes,Red fox
1676,15.1.3 (High competition - within guild),Negative,Proxy-estimate,Yes,Red fox
1677,15.1.3 (High competition - within guild),Negative,Proxy-estimate,Yes,Red fox
1687,15.5.7 (Unspecified genetic threat),Negative,Proxy-estimate,Yes,Allele effect
1687,15.2.3 (High predation risk - unbalanced guild),Negative,Proxy-estimate,Yes,
1686,15.5.7 (Unspecified genetic threat),Negative,Proxy-estimate,Yes,Allele effect
1686,15.2.3 (High predation risk - unbalanced guild),Negative,Proxy-estimate,Yes,
1685,15.5.7 (Unspecified genetic threat),Negative,Proxy-estimate,Yes,Allele effect
1685,15.2.3 (High predation risk - unbalanced guild),Negative,Proxy-estimate,Yes,
1684,15.5.7 (Unspecified genetic threat),Negative,Proxy-estimate,Yes,Allele effect
1684,15.2.3 (High predation risk - unbalanced guild),Negative,Proxy-estimate,Yes,
1690,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1693,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1697,8.2 (Population effected by native disease),Negative,Proxy-estimate,Yes,
1713,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1711,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1717,2.3 (Habitat altered for ranching),Negative,Proxy-estimate,Yes,
1717,14.1.3 (Illegal persecution/control of carnivore),Negative,Proxy-estimate,Yes,
1718,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1733,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Proxy-estimate,Yes,
1733,7.2 (System altered by water shortage/dams),Negative,Proxy-estimate,Yes,
1734,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Proxy-estimate,Yes,
1734,7.2 (System altered by water shortage/dams),Negative,Proxy-estimate,Yes,
1734,11.2 (Population/Habitat effected by drought),Negative,Proxy-estimate,Yes,
1741,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1744,8.2 (Population effected by native disease),Negative,Proxy-estimate,Yes,
1751,13.1.3 (Legal persecution/control of carnivore),Negative,Proxy-estimate,Yes,
1757,15.4.1 (High emigration),Negative,Proxy-estimate,Yes,
1761,11.2 (Population/Habitat effected by drought),Negative,Proxy-estimate,Yes,
1761,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
1763,11.2 (Population/Habitat effected by drought),Negative,Proxy-estimate,Yes,
1772,15.1.3 (High competition - within guild),Negative,Proxy-estimate,Yes,
1781,13.1.3 (Legal persecution/control of carnivore),Negative,Proxy-estimate,Yes,
1795,14.5.1 (Illegal targeting poison towards carnivore),Negative,Proxy-estimate,Yes,
1795,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Proxy-estimate,Yes,
1802,13.1.3 (Legal persecution/control of carnivore),Negative,Proxy-estimate,Yes,
1805,13.1.3 (Legal persecution/control of carnivore),Negative,Proxy-estimate,Yes,
1805,4.1 (Road & railroads generally),Negative,Proxy-estimate,Yes,
1812,8.2 (Population effected by native disease),Negative,Proxy-estimate,Yes,
1816,15.5.1 (Low connectivity in population),Negative,Proxy-estimate,Yes,
1816,4.1 (Road & railroads generally),Negative,Proxy-estimate,Yes,
1816,0.2 (General fragmentation),Negative,Proxy-estimate,Yes,
1816,0.1 (habitat altered - not targeted restoration),Negative,Proxy-estimate,Yes,
1891,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
1941,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
1942,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
1942,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
1977,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
1978,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
1984,13.1.3 (Legal persecution/control of carnivore),Negative,Proxy-estimate,Yes,
2024,8.7 (Population effected by general disease),Negative,Proxy-estimate,Yes,Rabies
2026,8.7 (Population effected by general disease),Negative,Proxy-estimate,Yes,Rabies
2036,13.1.3 (Legal persecution/control of carnivore),Negative,Proxy-estimate,Yes,
2039,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
2039,15.1.5 (High competition - no reason),Negative,Proxy-estimate,Yes,
2086,13.1.3 (Legal persecution/control of carnivore),Negative,Proxy-estimate,Yes,
2092,13.1.3 (Legal persecution/control of carnivore),Negative,Proxy-estimate,Yes,
2092,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
2093,11.2 (Population/Habitat effected by drought),Negative,Proxy-estimate,Yes,
2093,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
2095,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
2097,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2098,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2099,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2100,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2101,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2102,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2103,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2104,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2105,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2106,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2107,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2108,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2109,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2110,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2111,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2112,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2113,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2114,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2115,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2116,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2117,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2118,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2119,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2120,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2121,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2122,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2123,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2124,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2125,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2126,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2127,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2128,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2129,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2130,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2131,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2132,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2133,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2134,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2135,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2136,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2137,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2138,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2139,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2140,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2141,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2142,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2143,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2144,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2145,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2146,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2147,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2148,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2149,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2150,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2151,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2152,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2153,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2154,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2155,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2156,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2157,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2158,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2159,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2160,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2161,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2162,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2163,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2164,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2165,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2166,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2167,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2168,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2169,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2170,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2171,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2172,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2173,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2174,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2175,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2176,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2180,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
2220,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Proxy-estimate,Yes,
2224,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2225,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
2227,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
2229,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2241,8.6 (Population effected by unknown disease),Negative,Proxy-estimate,Yes,
2242,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
2258,15.1.6 (Low prey availability),Negative,Proxy-estimate,Yes,
2258,11.2 (Population/Habitat effected by drought),Negative,Proxy-estimate,Yes,
1978,13.1.2 (Indirect effect from legal hunting),Negative,Proxy-estimate,Yes,
2312,13.1.1 (Legal hunting of carnivore),Negative,Proxy-estimate,Yes,
2319,8.6 (Population effected by unknown disease),Negative,Proxy-estimate,Yes,
2322,15.2.5 (Predation from invasive species),Negative,Proxy-estimate,Yes,
2323,11.1 (Habitat shifts from climate change),Negative,Proxy-estimate,Yes,
1583,13.1.1 (Legal hunting of carnivore),Negative,Quantified,Yes,
1582,13.1.1 (Legal hunting of carnivore),Negative,Quantified,Yes,
1745,15.1.6 (Low prey availability),Negative,Quantified,Yes,
1989,15.1.3 (High competition - within guild),Negative,Quantified,Yes,
2205,13.1.1 (Legal hunting of carnivore),Negative,Quantified,Yes,high hunting pressure reduces wolf pop
2206,15.5.3 (Low connectivity - Inbreeding present),Negative,Quantified,Yes,
978,1.1 (Habitat urbanised),Negative,Speculated,Yes,
1468,1.1 (Habitat urbanised),Negative,Speculated,Yes,
1467,1.1 (Habitat urbanised),Negative,Speculated,Yes,
1466,1.1 (Habitat urbanised),Negative,Speculated,Yes,
1465,1.1 (Habitat urbanised),Negative,Speculated,Yes,
1464,1.1 (Habitat urbanised),Negative,Speculated,Yes,
1463,1.1 (Habitat urbanised),Negative,Speculated,Yes,
1581,1.1 (Habitat urbanised),Negative,Speculated,Yes,
1010,1.1 (Habitat urbanised),Negative,Speculated,Yes,
964,2.1.3 (Habitat altered for large-scale farming),Negative,Speculated,Yes,Development of buildings etc
1129,4.1.2 (Vehicle collisions),Negative,Speculated,Yes,
1471,4.1.2 (Vehicle collisions),Negative,Speculated,Yes,
1581,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Yes,
1126,8.7 (Population effected by general disease),Negative,Speculated,Yes,
1127,8.7 (Population effected by general disease),Negative,Speculated,Yes,
1011,1.1 (Habitat urbanised),Negative,Speculated,Yes,
1012,1.1 (Habitat urbanised),Negative,Speculated,Yes,
1013,1.1 (Habitat urbanised),Negative,Speculated,Yes,
1014,1.1 (Habitat urbanised),Negative,Speculated,Yes,
1015,1.1 (Habitat urbanised),Negative,Speculated,Yes,
1316,0.2 (General fragmentation),Negative,Speculated,Yes,
1319,0.2 (General fragmentation),Negative,Speculated,Yes,
1322,0.2 (General fragmentation),Negative,Speculated,Yes,
1325,0.2 (General fragmentation),Negative,Speculated,Yes,
1602,4.1.2 (Vehicle collisions),Negative,Speculated,Yes,
